N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
301.0,현대지에프홀딩스,4325.0,120.0,+2.85%,500.0,4240.0,4360.0,4155.0
302.0,TIGER 24-10 회사채(A+이상)액티브,54560.0,10.0,+0.02%,0.0,54550.0,54570.0,54550.0
303.0,KOSEF 국고채10년,110865.0,355.0,-0.32%,0.0,110820.0,110975.0,110590.0
304.0,KODEX 인버스,4310.0,55.0,+1.29%,0.0,4285.0,4330.0,4285.0
305.0,대상,19290.0,30.0,+0.16%,1000.0,19210.0,19410.0,19130.0
306.0,DI동일,26950.0,50.0,+0.19%,500.0,26600.0,27250.0,26600.0
307.0,TIGER 단기통안채,106410.0,20.0,+0.02%,0.0,106390.0,106410.0,106390.0
308.0,미원에스씨,132000.0,200.0,+0.15%,500.0,131900.0,133000.0,131900.0
309.0,KOSEF 200TR,44995.0,670.0,-1.47%,0.0,45380.0,45380.0,44855.0
310.0,SNT모티브,44950.0,150.0,-0.33%,5000.0,45200.0,45200.0,44500.0
311.0,한국단자,62700.0,500.0,-0.79%,500.0,63500.0,63700.0,62500.0
312.0,KODEX 자동차,21535.0,580.0,-2.62%,0.0,22080.0,22080.0,21530.0
313.0,KCC글라스,40700.0,50.0,+0.12%,1000.0,40650.0,40750.0,40400.0
314.0,케이카,13490.0,290.0,-2.10%,500.0,13830.0,13900.0,13390.0
315.0,쿠쿠홀딩스,18270.0,20.0,-0.11%,100.0,18360.0,18500.0,18050.0
316.0,흥아해운,2680.0,120.0,-4.29%,500.0,2775.0,2785.0,2570.0
317.0,ACE 종합채권(AA-이상)KIS액티브,99845.0,265.0,-0.26%,0.0,99965.0,99965.0,99690.0
318.0,삼성 레버리지 WTI원유 선물 ETN,1580.0,45.0,+2.93%,0.0,1579.0,1586.0,1578.0
319.0,NICE평가정보,10550.0,70.0,+0.67%,500.0,10590.0,10600.0,10440.0
320.0,신영증권,67200.0,100.0,+0.15%,5000.0,67700.0,67700.0,67100.0
321.0,SOL 종합채권(AA-이상)액티브,105920.0,35.0,-0.03%,0.0,105920.0,105920.0,105920.0
322.0,PI첨단소재,21450.0,200.0,-0.92%,500.0,21650.0,21750.0,21300.0
323.0,동아에스티,72800.0,1700.0,-2.28%,5000.0,74600.0,74600.0,72000.0
324.0,동원F&B,32200.0,450.0,+1.42%,1000.0,31450.0,32300.0,31400.0
325.0,TIGER 미국배당다우존스,11265.0,55.0,+0.49%,0.0,11245.0,11270.0,11240.0
326.0,신풍제약,11660.0,80.0,-0.68%,500.0,11660.0,11750.0,11620.0
327.0,ARIRANG 200,36730.0,540.0,-1.45%,0.0,37070.0,37070.0,36605.0
328.0,신한알파리츠,6980.0,130.0,+1.90%,1000.0,6850.0,6980.0,6850.0
329.0,대한해운,1923.0,44.0,-2.24%,500.0,1970.0,1980.0,1922.0
330.0,삼양홀딩스,71400.0,600.0,+0.85%,5000.0,70900.0,72000.0,70900.0
331.0,TIGER 차이나항셍테크,5220.0,70.0,-1.32%,0.0,5295.0,5295.0,5190.0
332.0,현대홈쇼핑,50700.0,1500.0,+3.05%,5000.0,49500.0,50700.0,49300.0
333.0,QV 코스피 변동성 매칭형 양매도 ETN,8610.0,0.0,0.00%,0.0,8610.0,8610.0,8610.0
334.0,F&F홀딩스,15390.0,120.0,-0.77%,500.0,15510.0,15680.0,15300.0
335.0,진에어,11530.0,10.0,-0.09%,1000.0,11540.0,11660.0,11480.0
336.0,교보증권,5220.0,10.0,+0.19%,5000.0,5240.0,5270.0,5180.0
337.0,비에이치,17220.0,30.0,+0.17%,500.0,17190.0,17420.0,17080.0
338.0,롯데정보통신,38400.0,900.0,+2.40%,5000.0,38400.0,39350.0,38050.0
339.0,LS에코에너지,18770.0,260.0,-1.37%,500.0,19120.0,19360.0,18600.0
340.0,자화전자,25900.0,450.0,-1.71%,500.0,26200.0,26550.0,25700.0
341.0,TIGER 미국달러단기채권액티브,11780.0,60.0,+0.51%,0.0,11750.0,11785.0,11740.0
342.0,신세계인터내셔날,15860.0,310.0,+1.99%,1000.0,15690.0,15910.0,15640.0
343.0,동국제강,11360.0,0.0,0.00%,5000.0,11340.0,11470.0,11240.0
344.0,TIGER 25-10 회사채(A+이상)액티브,52330.0,0.0,0.00%,0.0,52330.0,52335.0,52310.0
345.0,SNT다이내믹스,16870.0,30.0,-0.18%,2500.0,17100.0,17250.0,16860.0
346.0,신한 레버리지 WTI원유 선물 ETN(H),1120.0,28.0,+2.56%,0.0,1125.0,1126.0,1119.0
347.0,티웨이항공,2595.0,105.0,-3.89%,500.0,2700.0,2700.0,2585.0
348.0,한국카본,10710.0,90.0,-0.83%,500.0,10860.0,10930.0,10670.0
349.0,SK디앤디,24700.0,0.0,0.00%,1000.0,0.0,0.0,0.0
350.0,한화손해보험,4680.0,115.0,-2.40%,5000.0,4800.0,4845.0,4665.0
351.0,고려제강,21650.0,350.0,+1.64%,1000.0,21400.0,22150.0,21400.0
352.0,유안타증권,2695.0,5.0,-0.19%,5000.0,2695.0,2700.0,2650.0
353.0,HANARO 200,36110.0,505.0,-1.38%,0.0,36425.0,36425.0,35960.0
354.0,LX홀딩스,6960.0,30.0,-0.43%,1000.0,6990.0,7000.0,6940.0
355.0,미래에셋증권2우B,3785.0,30.0,-0.79%,5000.0,3815.0,3825.0,3785.0
356.0,엘브이엠씨홀딩스,3040.0,25.0,+0.83%,0.0,3020.0,3045.0,2960.0
357.0,빙그레,52900.0,400.0,+0.76%,5000.0,52800.0,53100.0,52100.0
358.0,QV KIS CD금리투자 ETN,51825.0,0.0,0.00%,0.0,51830.0,51830.0,51825.0
359.0,서연이화,19170.0,810.0,-4.05%,500.0,19780.0,19890.0,19140.0
360.0,프레스티지바이오파마,8600.0,120.0,-1.38%,0.0,8680.0,8830.0,8510.0
361.0,KODEX 미국빅테크10(H),35690.0,145.0,+0.41%,0.0,35700.0,35700.0,35570.0
362.0,SBS,27050.0,450.0,-1.64%,5000.0,27500.0,27700.0,26600.0
363.0,아세아,233500.0,4000.0,+1.74%,5000.0,232500.0,237500.0,226500.0
364.0,KODEX MSCI Korea TR,12210.0,170.0,-1.37%,0.0,12395.0,12395.0,12185.0
365.0,TIGER 1년은행양도성예금증서액티브(합성),1004810.0,95.0,+0.01%,0.0,1004810.0,1004815.0,1004810.0
366.0,삼양사,47500.0,650.0,+1.39%,5000.0,46850.0,47900.0,46850.0
367.0,유니드,71900.0,1600.0,-2.18%,5000.0,73600.0,73600.0,70900.0
368.0,쿠쿠홈시스,21650.0,0.0,0.00%,100.0,21350.0,21700.0,21150.0
369.0,HDC,8130.0,320.0,+4.10%,5000.0,7880.0,8260.0,7770.0
370.0,SPC삼립,56200.0,300.0,-0.53%,5000.0,56600.0,56900.0,56200.0
371.0,삼성 인버스 2X 천연가스 선물 ETN C,96670.0,2980.0,+3.18%,0.0,96650.0,96990.0,96070.0
372.0,E1,70400.0,500.0,+0.72%,5000.0,69900.0,71600.0,69600.0
373.0,ARIRANG 국고채10년액티브,51815.0,185.0,-0.36%,0.0,51910.0,51910.0,51715.0
374.0,삼부토건,2325.0,200.0,-7.92%,1000.0,2490.0,2490.0,2310.0
375.0,신영증권우,67600.0,300.0,+0.45%,5000.0,67300.0,67800.0,67300.0
376.0,TIGER 미국배당+7%프리미엄다우존스,10260.0,50.0,+0.49%,0.0,10230.0,10260.0,10225.0
377.0,한섬,19940.0,360.0,+1.84%,500.0,19510.0,19940.0,19410.0
378.0,ACE 200,36470.0,525.0,-1.42%,0.0,36785.0,36785.0,36355.0
379.0,신성이엔지,2245.0,70.0,-3.02%,500.0,2315.0,2315.0,2170.0
380.0,바이오노트,4510.0,40.0,-0.88%,500.0,4510.0,4545.0,4505.0
381.0,SOL 미국배당다우존스,10310.0,40.0,+0.39%,0.0,10300.0,10310.0,10250.0
382.0,화승엔터프라이즈,7530.0,20.0,-0.26%,500.0,7550.0,7640.0,7450.0
383.0,NICE,12130.0,340.0,-2.73%,500.0,12450.0,12450.0,12110.0
384.0,엠씨넥스,25200.0,100.0,+0.40%,500.0,25100.0,25400.0,24800.0
385.0,부광약품,6320.0,160.0,-2.47%,500.0,6480.0,6490.0,6300.0
386.0,세아홀딩스,110500.0,600.0,-0.54%,5000.0,111100.0,111100.0,110100.0
387.0,코람코라이프인프라리츠,4990.0,50.0,-0.99%,500.0,4995.0,5010.0,4980.0
388.0,KODEX 코스닥150선물인버스,3335.0,15.0,+0.45%,0.0,3330.0,3365.0,3320.0
389.0,일동제약,15670.0,200.0,-1.26%,1000.0,15860.0,15870.0,15630.0
390.0,KBSTAR 단기통안채,111000.0,20.0,+0.02%,0.0,110990.0,111000.0,110990.0
391.0,지역난방공사,37300.0,1150.0,-2.99%,5000.0,38500.0,38900.0,36600.0
392.0,코리아써키트,18260.0,440.0,-2.35%,500.0,18570.0,18570.0,18230.0
393.0,제주은행,13360.0,1200.0,+9.87%,5000.0,12170.0,14100.0,12170.0
394.0,한국자산신탁,3405.0,10.0,-0.29%,500.0,3410.0,3440.0,3395.0
395.0,아세아시멘트,10820.0,20.0,-0.18%,500.0,10960.0,10960.0,10740.0
396.0,남양유업,582000.0,9000.0,-1.52%,5000.0,591000.0,591000.0,580000.0
397.0,LF,14300.0,120.0,+0.85%,5000.0,14180.0,14430.0,14170.0
398.0,대신증권우,15980.0,150.0,-0.93%,5000.0,16130.0,16130.0,15810.0
399.0,KISCO홀딩스,25650.0,1000.0,+4.06%,1000.0,24500.0,26900.0,24350.0
400.0,아세아제지,46250.0,650.0,-1.39%,5000.0,46450.0,46450.0,45700.0
401.0,애경산업,15600.0,30.0,+0.19%,1000.0,15640.0,15740.0,15550.0
402.0,KB스타리츠,4050.0,40.0,-0.98%,500.0,4090.0,4115.0,4030.0
403.0,신도리코,40200.0,1900.0,+4.96%,5000.0,39000.0,40800.0,38350.0
404.0,KBSTAR 미국나스닥100,17845.0,110.0,+0.62%,0.0,17785.0,17845.0,17785.0
405.0,삼성SDI우,248000.0,1500.0,-0.60%,5000.0,251000.0,254000.0,244500.0
406.0,화신,11480.0,280.0,-2.38%,500.0,11760.0,11810.0,11450.0
407.0,KG케미칼,5850.0,300.0,-4.88%,1000.0,6120.0,6190.0,5450.0
408.0,현대그린푸드,11790.0,0.0,0.00%,500.0,11800.0,11810.0,11710.0
409.0,퍼시스,34550.0,200.0,-0.58%,1000.0,34750.0,35150.0,34550.0
410.0,한일홀딩스,12810.0,90.0,+0.71%,1000.0,12700.0,12930.0,12680.0
411.0,유진투자증권,4060.0,110.0,-2.64%,5000.0,4170.0,4205.0,4050.0
412.0,삼천리,96800.0,400.0,-0.41%,5000.0,97200.0,97400.0,96600.0
413.0,세아제강,138100.0,500.0,-0.36%,5000.0,138700.0,140800.0,137900.0
414.0,풀무원,10260.0,30.0,-0.29%,500.0,10250.0,10320.0,10250.0
415.0,LS네트웍스,4955.0,275.0,-5.26%,5000.0,5140.0,5160.0,4875.0
416.0,KODEX 은행,8460.0,80.0,-0.94%,0.0,8410.0,8515.0,8350.0
417.0,삼성FN리츠,5030.0,30.0,-0.59%,500.0,5060.0,5080.0,5020.0
418.0,KBSTAR KIS국고채30년Enhanced,70440.0,185.0,-0.26%,0.0,70440.0,70480.0,70135.0
419.0,KODEX 국고채3년,59325.0,30.0,-0.05%,0.0,59350.0,59355.0,59260.0
420.0,맵스리얼티1,4170.0,25.0,-0.60%,0.0,4200.0,4215.0,4155.0
421.0,파미셀,6450.0,90.0,-1.38%,500.0,6690.0,6770.0,6370.0
422.0,TIGER 리츠부동산인프라,4465.0,5.0,+0.11%,0.0,4465.0,4470.0,4440.0
423.0,유나이티드제약,23150.0,450.0,-1.91%,500.0,23600.0,23650.0,23150.0
424.0,TIGER 종합채권(AA-이상)액티브,52290.0,35.0,-0.07%,0.0,52320.0,52320.0,52255.0
425.0,현대퓨처넷,3390.0,65.0,-1.88%,500.0,3470.0,3475.0,3350.0
426.0,영진약품,2010.0,15.0,-0.74%,500.0,2025.0,2025.0,2005.0
427.0,BGF,3835.0,25.0,+0.66%,1000.0,3805.0,3840.0,3775.0
428.0,광동제약,7000.0,150.0,-2.10%,1000.0,7150.0,7190.0,6990.0
429.0,남해화학,7260.0,20.0,-0.27%,1000.0,7260.0,7300.0,7250.0
430.0,아모레퍼시픽우,34150.0,200.0,-0.58%,500.0,34350.0,34900.0,34100.0
431.0,ACE 국고채10년,87135.0,250.0,-0.29%,0.0,88000.0,88000.0,86945.0
432.0,한국철강,8490.0,1550.0,+22.33%,1000.0,7040.0,8950.0,6990.0
433.0,TIGER 미국채30년스트립액티브(합성 H),44205.0,150.0,-0.34%,0.0,44055.0,44255.0,43960.0
434.0,미래에셋 레버리지 원유선물혼합 ETN(H),8750.0,210.0,+2.46%,0.0,8770.0,8785.0,8720.0
435.0,HL홀딩스,35250.0,50.0,-0.14%,5000.0,35450.0,35600.0,35150.0
436.0,한화리츠,5070.0,50.0,-0.98%,500.0,5170.0,5170.0,5030.0
437.0,세진중공업,6290.0,40.0,+0.64%,500.0,6260.0,6490.0,6170.0
438.0,대상홀딩스,9820.0,280.0,-2.77%,1000.0,10110.0,10150.0,9750.0
439.0,삼익THK,16930.0,100.0,+0.59%,500.0,17010.0,18400.0,16690.0
440.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,0.0
441.0,현대차3우B,145900.0,3700.0,-2.47%,5000.0,149500.0,149500.0,145400.0
442.0,LX하우시스,39050.0,150.0,-0.38%,5000.0,39050.0,39300.0,38850.0
443.0,백광산업,7790.0,0.0,0.00%,500.0,0.0,0.0,0.0
444.0,SOL AI반도체소부장,14670.0,245.0,-1.64%,0.0,14820.0,14850.0,14655.0
445.0,CJ4우(전환),82700.0,800.0,-0.96%,5000.0,82400.0,83100.0,81100.0
446.0,한농화성,22350.0,900.0,-3.87%,500.0,23000.0,23700.0,22150.0
447.0,대동,13570.0,130.0,-0.95%,1000.0,13900.0,14360.0,13500.0
448.0,SNT홀딩스,21200.0,200.0,-0.93%,500.0,21650.0,21800.0,21150.0
449.0,송원산업,14400.0,70.0,-0.48%,500.0,14470.0,14580.0,14380.0
450.0,알루코,3580.0,50.0,-1.38%,500.0,3595.0,3760.0,3550.0
451.0,KODEX 단기변동금리부채권액티브,109985.0,15.0,+0.01%,0.0,109980.0,109985.0,109970.0
452.0,KODEX 25-11 회사채(A+이상)액티브,10350.0,10.0,-0.10%,0.0,10365.0,10365.0,10350.0
453.0,조광피혁,51700.0,300.0,-0.58%,5000.0,52000.0,52500.0,51200.0
454.0,KOSEF 200,36070.0,520.0,-1.42%,0.0,36385.0,36385.0,35950.0
455.0,국도화학,37900.0,200.0,-0.52%,5000.0,38050.0,38500.0,37800.0
456.0,TIGER 2차전지TOP10,14415.0,70.0,+0.49%,0.0,14520.0,14550.0,14165.0
457.0,한화3우B,15040.0,60.0,-0.40%,5000.0,15020.0,15150.0,15020.0
458.0,삼화콘덴서,32500.0,400.0,+1.25%,1000.0,32300.0,32800.0,31850.0
459.0,수산인더스트리,23600.0,450.0,+1.94%,200.0,23400.0,24500.0,23350.0
460.0,한진,22550.0,550.0,-2.38%,5000.0,23150.0,23150.0,22500.0
461.0,KODEX 미국달러SOFR금리액티브(합성),10800.0,45.0,+0.42%,0.0,10795.0,10800.0,10750.0
462.0,대원제약,15100.0,170.0,-1.11%,500.0,15380.0,15380.0,15100.0
463.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10555.0,45.0,+0.43%,0.0,10520.0,10600.0,10520.0
464.0,KODEX 선진국MSCI World,26110.0,105.0,+0.40%,0.0,26005.0,26130.0,26005.0
465.0,대원강업,5300.0,100.0,-1.85%,500.0,5400.0,5440.0,5280.0
466.0,ARIRANG 고배당주,14450.0,150.0,-1.03%,0.0,14450.0,14545.0,14400.0
467.0,SGC에너지,22750.0,150.0,-0.66%,5000.0,23050.0,23050.0,22600.0
468.0,사조대림,35750.0,650.0,+1.85%,5000.0,35150.0,36050.0,34900.0
469.0,에이프로젠,1231.0,164.0,+15.37%,500.0,1077.0,1350.0,1077.0
470.0,KODEX 코스피,27380.0,330.0,-1.19%,0.0,27585.0,27595.0,27315.0
471.0,에어부산,2765.0,55.0,+2.03%,1000.0,2700.0,2785.0,2695.0
472.0,한국쉘석유,247000.0,1500.0,-0.60%,5000.0,249000.0,249500.0,247000.0
473.0,이수화학,14130.0,400.0,-2.75%,5000.0,14440.0,14440.0,14050.0
474.0,LG생활건강우,152500.0,200.0,-0.13%,5000.0,152800.0,153500.0,151700.0
475.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6890.0,45.0,+0.66%,0.0,6865.0,6915.0,6850.0
476.0,TIGER 중장기국채,49910.0,90.0,-0.18%,0.0,49970.0,49970.0,49850.0
477.0,DB,1574.0,32.0,-1.99%,500.0,1595.0,1620.0,1573.0
478.0,농심홀딩스,67900.0,200.0,+0.30%,5000.0,68000.0,68000.0,67300.0
479.0,KBSTAR 미국S&P500,15040.0,85.0,+0.57%,0.0,15030.0,15055.0,14990.0
480.0,STX엔진,13650.0,100.0,+0.74%,2500.0,13560.0,13790.0,13410.0
481.0,현대비앤지스틸,20750.0,150.0,+0.73%,5000.0,20650.0,21700.0,20150.0
482.0,KODEX 미국채울트라30년선물(H),7950.0,50.0,-0.62%,0.0,7940.0,7960.0,7930.0
483.0,한투 KIS CD금리투자 ETN,51830.0,5.0,+0.01%,0.0,51830.0,51830.0,51830.0
484.0,종근당홀딩스,62000.0,1200.0,+1.97%,2500.0,60800.0,62600.0,60800.0
485.0,대한제강,13200.0,300.0,+2.33%,1000.0,12820.0,13270.0,12820.0
486.0,BYC,493000.0,500.0,-0.10%,5000.0,497500.0,497500.0,487500.0
487.0,STX중공업,10760.0,140.0,-1.28%,2500.0,10940.0,11140.0,10710.0
488.0,TIGER 미국나스닥100커버드콜(합성),10315.0,35.0,+0.34%,0.0,10285.0,10315.0,10285.0
489.0,이리츠코크렙,4830.0,35.0,-0.72%,500.0,4900.0,4900.0,4820.0
490.0,TIGER 인도니프티50,12015.0,20.0,-0.17%,0.0,12040.0,12140.0,11995.0
491.0,HLB글로벌,6850.0,40.0,-0.58%,500.0,6880.0,6900.0,6720.0
492.0,스틱인베스트먼트,7300.0,80.0,+1.11%,500.0,7220.0,7420.0,7140.0
493.0,TIGER 일본니케이225,21370.0,65.0,+0.31%,0.0,21355.0,21410.0,21175.0
494.0,포스코스틸리온,50400.0,850.0,+1.72%,5000.0,49550.0,51000.0,49350.0
495.0,한국콜마홀딩스,8200.0,90.0,-1.09%,500.0,8260.0,8350.0,8140.0
496.0,KODEX 국고채30년액티브,104990.0,205.0,-0.19%,0.0,104970.0,105000.0,104505.0
497.0,현대차증권,9460.0,0.0,0.00%,5000.0,9460.0,9480.0,9350.0
498.0,풍산홀딩스,30650.0,200.0,+0.66%,5000.0,30800.0,30900.0,30350.0
499.0,KEC,1486.0,15.0,-1.00%,500.0,1513.0,1514.0,1483.0
500.0,일성신약,22300.0,100.0,-0.45%,1000.0,22400.0,22750.0,22300.0
501.0,락앤락,6780.0,1170.0,-14.72%,500.0,7890.0,7890.0,6640.0
502.0,SK증권,618.0,1.0,-0.16%,500.0,617.0,619.0,615.0
503.0,이연제약,15640.0,450.0,-2.80%,500.0,16010.0,16090.0,15620.0
504.0,한일현대시멘트,14970.0,50.0,-0.33%,5000.0,15060.0,15170.0,14970.0
505.0,아이마켓코리아,8650.0,40.0,-0.46%,500.0,8680.0,8690.0,8640.0
506.0,KODEX 미국반도체MV,19985.0,375.0,-1.84%,0.0,20000.0,20010.0,19895.0
507.0,CR홀딩스,6150.0,60.0,-0.97%,500.0,6200.0,6260.0,5890.0
508.0,한화갤러리아,1483.0,26.0,+1.78%,500.0,1465.0,1529.0,1440.0
509.0,코오롱플라스틱,7560.0,130.0,+1.75%,1000.0,7400.0,7590.0,7350.0
510.0,서울가스,57400.0,0.0,0.00%,5000.0,57600.0,57600.0,57300.0
511.0,흥국화재,4455.0,45.0,-1.00%,5000.0,4540.0,4825.0,4420.0
512.0,휴스틸,5090.0,20.0,+0.39%,1000.0,5120.0,5120.0,5050.0
513.0,대한제당,3175.0,35.0,-1.09%,500.0,3215.0,3240.0,3170.0
514.0,이월드,2005.0,25.0,-1.23%,1000.0,2015.0,2030.0,1988.0
515.0,SOL 초단기채권액티브,50870.0,0.0,0.00%,0.0,50870.0,50875.0,50870.0
516.0,삼양패키징,17740.0,60.0,-0.34%,5000.0,17660.0,17870.0,17630.0
517.0,삼진제약,20150.0,50.0,-0.25%,1000.0,20300.0,20300.0,20050.0
518.0,STX,9010.0,270.0,-2.91%,2500.0,9280.0,9280.0,8920.0
519.0,KBSTAR 단기국공채액티브,108375.0,5.0,0.00%,0.0,108390.0,108390.0,108370.0
520.0,한국금융지주우,47600.0,400.0,-0.83%,5000.0,47800.0,48800.0,47150.0
521.0,KODEX ESG종합채권(A-이상)액티브,108450.0,55.0,-0.05%,0.0,108450.0,108450.0,108450.0
522.0,서연,11800.0,100.0,-0.84%,500.0,11750.0,12380.0,11740.0
523.0,지누스,13330.0,110.0,-0.82%,500.0,13500.0,13500.0,13200.0
524.0,SIMPAC,4205.0,45.0,-1.06%,500.0,4210.0,4290.0,3940.0
525.0,케이씨,20100.0,300.0,-1.47%,500.0,20400.0,20400.0,19980.0
526.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,21535.0,285.0,-1.31%,0.0,21550.0,21580.0,21395.0
527.0,HJ중공업,3260.0,90.0,-2.69%,5000.0,3335.0,3370.0,3250.0
528.0,웅진씽크빅,2350.0,0.0,0.00%,500.0,2350.0,2350.0,2325.0
529.0,디아이,9550.0,920.0,-8.79%,500.0,10620.0,11000.0,9470.0
530.0,신성통상,1879.0,17.0,+0.91%,500.0,1868.0,1895.0,1856.0
531.0,모토닉,8180.0,20.0,-0.24%,500.0,8200.0,8200.0,8140.0
532.0,YG PLUS,4230.0,30.0,-0.70%,500.0,4260.0,4285.0,4210.0
533.0,일양약품,14050.0,10.0,-0.07%,2500.0,13970.0,14190.0,13970.0
534.0,환인제약,14390.0,200.0,-1.37%,500.0,14560.0,14560.0,14370.0
535.0,서흥,23100.0,400.0,-1.70%,500.0,23700.0,23700.0,23000.0
536.0,콘텐트리중앙,13760.0,140.0,+1.03%,5000.0,13620.0,14200.0,13420.0
537.0,부국증권,25550.0,550.0,-2.11%,5000.0,25800.0,26050.0,25500.0
538.0,LG헬로비전,3415.0,25.0,-0.73%,2500.0,3430.0,3455.0,3405.0
539.0,TYM,5870.0,170.0,+2.98%,2500.0,5680.0,5910.0,5680.0
540.0,두산우,66000.0,5100.0,-7.17%,5000.0,71500.0,71500.0,63600.0
541.0,스카이라이프,5550.0,0.0,0.00%,2500.0,5570.0,5570.0,5530.0
542.0,백산,11710.0,230.0,-1.93%,500.0,11920.0,11920.0,11700.0
543.0,도화엔지니어링,7760.0,70.0,-0.89%,500.0,7790.0,7830.0,7720.0
544.0,히어로즈 머니마켓액티브,50145.0,10.0,+0.02%,0.0,50150.0,50150.0,50135.0
545.0,동화약품,9340.0,70.0,-0.74%,1000.0,9420.0,9440.0,9320.0
546.0,동국홀딩스,8180.0,150.0,+1.87%,5000.0,7990.0,8250.0,7990.0
547.0,KODEX 인도Nifty50,12295.0,30.0,-0.24%,0.0,12330.0,12390.0,12275.0
548.0,한국토지신탁,1026.0,5.0,-0.48%,1000.0,1032.0,1032.0,1024.0
549.0,신대양제지,6400.0,20.0,-0.31%,500.0,6450.0,6450.0,6390.0
550.0,조일알미늄,2025.0,0.0,0.00%,500.0,2025.0,2060.0,2015.0
551.0,ACE 미국배당다우존스,11380.0,65.0,+0.57%,0.0,11340.0,11390.0,11340.0
552.0,삼영무역,13800.0,40.0,-0.29%,500.0,13950.0,14100.0,13650.0
553.0,잇츠한불,11600.0,60.0,-0.51%,500.0,11700.0,11720.0,11580.0
554.0,HD현대에너지솔루션,22700.0,150.0,-0.66%,5000.0,22850.0,22850.0,22600.0
555.0,KBSTAR ESG사회책임투자,12635.0,120.0,-0.94%,0.0,12645.0,12655.0,12570.0
556.0,ACE 베트남VN30(합성),19010.0,110.0,+0.58%,0.0,18950.0,19020.0,18895.0
557.0,한솔제지,10450.0,0.0,0.00%,5000.0,10450.0,10540.0,10440.0
558.0,남선알미늄,1920.0,71.0,-3.57%,500.0,1992.0,1993.0,1915.0
559.0,TIGER 헬스케어,34825.0,10.0,+0.03%,0.0,34780.0,34835.0,34420.0
560.0,제일약품,16630.0,10.0,-0.06%,500.0,16630.0,16720.0,16600.0
561.0,한전산업,7500.0,140.0,-1.83%,500.0,7690.0,7840.0,7500.0
562.0,SOL 200TR,12885.0,175.0,-1.34%,0.0,12880.0,12885.0,12840.0
563.0,하나제약,13650.0,50.0,-0.36%,500.0,13770.0,13850.0,13630.0
564.0,KPX홀딩스,57400.0,0.0,0.00%,5000.0,57500.0,57500.0,57100.0
565.0,광주신세계,30400.0,50.0,+0.16%,1000.0,30400.0,30600.0,30250.0
566.0,KBSTAR Fn수소경제테마,9495.0,155.0,-1.61%,0.0,9655.0,9680.0,9490.0
567.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),96065.0,3165.0,+3.41%,0.0,96140.0,96140.0,95185.0
568.0,이지스밸류리츠,4650.0,15.0,-0.32%,1000.0,4695.0,4695.0,4615.0
569.0,코오롱모빌리티그룹,3810.0,155.0,-3.91%,500.0,3925.0,3985.0,3785.0
570.0,태림포장,3375.0,20.0,+0.60%,500.0,3455.0,3855.0,3345.0
571.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),95240.0,1410.0,+1.50%,0.0,95560.0,96170.0,95135.0
572.0,현대코퍼레이션,17900.0,120.0,-0.67%,5000.0,18210.0,18210.0,17860.0
573.0,예스코홀딩스,39100.0,50.0,-0.13%,5000.0,39350.0,39450.0,39100.0
574.0,효성화학,61800.0,1000.0,-1.59%,5000.0,62400.0,62700.0,60800.0
575.0,삼화페인트,8580.0,1980.0,+30.00%,500.0,6650.0,8580.0,6570.0
576.0,경방,8490.0,10.0,+0.12%,500.0,8480.0,8520.0,8360.0
577.0,JW홀딩스,3130.0,30.0,-0.95%,500.0,3145.0,3165.0,3110.0
578.0,동양,966.0,9.0,-0.92%,500.0,980.0,980.0,960.0
579.0,세방,11910.0,60.0,-0.50%,500.0,11970.0,12080.0,11910.0
580.0,TIGER 미국S&P500선물(H),57410.0,140.0,+0.24%,0.0,57420.0,57460.0,57350.0
581.0,롯데하이마트,9710.0,50.0,-0.51%,5000.0,9900.0,9900.0,9680.0
582.0,대성에너지,8320.0,110.0,+1.34%,1000.0,8270.0,8440.0,8250.0
583.0,KBSTAR 2차전지액티브,11000.0,35.0,-0.32%,0.0,11100.0,11100.0,10860.0
584.0,삼성 인버스 2X 코스닥150 선물 ETN,5685.0,60.0,+1.07%,0.0,5660.0,5790.0,5645.0
585.0,동성케미컬,4555.0,30.0,-0.65%,1000.0,4555.0,4595.0,4530.0
586.0,GS글로벌,2740.0,40.0,-1.44%,2500.0,2765.0,2820.0,2735.0
587.0,디앤디플랫폼리츠,3505.0,10.0,-0.28%,1000.0,3510.0,3510.0,3485.0
588.0,대덕,6630.0,30.0,-0.45%,500.0,6630.0,6660.0,6620.0
589.0,TIGER 반도체,39320.0,725.0,-1.81%,0.0,39690.0,39690.0,39225.0
590.0,넥센,4155.0,15.0,-0.36%,500.0,4185.0,4190.0,4145.0
591.0,NH투자증권우,11770.0,170.0,-1.42%,5000.0,11930.0,11930.0,11700.0
592.0,신한서부티엔디리츠,3965.0,10.0,+0.25%,1000.0,3960.0,4000.0,3905.0
593.0,일진홀딩스,4495.0,25.0,-0.55%,1000.0,4520.0,4545.0,4420.0
594.0,AJ네트웍스,4900.0,185.0,+3.92%,1000.0,4730.0,5180.0,4730.0
